household_id,crop_code,crop_name,crop_domain,disposition_share1_pct_unconfirmed,disposition_share2_pct_unconfirmed,disposition_share3_pct_unconfirmed,disposition_share4_pct_unconfirmed,disposition_share5_pct_unconfirmed,disposition_share6_pct_unconfirmed,disposition_total_check_pct,ph_saq07,storage_detail1_unconfirmed,storage_detail2_unconfirmed,storage_flag2_unconfirmed,storage_flag3_unconfirmed,storage_flag4_unconfirmed,storage_flag_unconfirmed,storage_qty1_unconfirmed,storage_qty1_unit_unconfirmed,storage_qty2_unconfirmed,storage_qty2_unit_unconfirmed,storage_qty3_unconfirmed,storage_qty3_unit_unconfirmed,storage_qty4_unconfirmed,storage_qty4_unit_unconfirmed,storage_qty5_unconfirmed,storage_qty5_unit_unconfirmed,storage_qty6_unconfirmed,storage_qty6_unit_unconfirmed,storage_qty7_unconfirmed,storage_qty7_unit_unconfirmed,loss_detail_a_unconfirmed,loss_detail_b_unconfirmed,loss_detail_c_unconfirmed,loss_detail_d_unconfirmed,loss_detail_e_unconfirmed,loss_detail_f_unconfirmed,loss_detail_g_unconfirmed,loss_detail_h_unconfirmed,loss_detail_i_unconfirmed,loss_detail_j_unconfirmed,loss_detail_k_unconfirmed,loss_detail_ka_unconfirmed,loss_detail_l_unconfirmed,loss_detail_la_unconfirmed,loss_detail_m_unconfirmed,loss_detail_ma_unconfirmed,loss_detail_n_unconfirmed,loss_detail_na_unconfirmed,loss_detail_o_unconfirmed,loss_detail_oa_unconfirmed,loss_detail_p_unconfirmed,loss_detail_pa_unconfirmed,loss_detail_q_unconfirmed,loss_detail_r_unconfirmed,loss_detail_s_unconfirmed,loss_detail_t_unconfirmed,loss_detail_u_unconfirmed,loss_detail_v_unconfirmed,loss_detail_w_unconfirmed,loss_detail_x_unconfirmed,loss_detail_y_unconfirmed,loss_detail_z_unconfirmed,loss_extra_a_unconfirmed,loss_extra_b_unconfirmed,loss_extra_c_unconfirmed,loss_extra_d_unconfirmed,loss_extra_e_unconfirmed,loss_extra_f_unconfirmed,loss_reason1_occurred,loss_reason1_qty,loss_reason1_unit,loss_reason2_occurred,loss_reason2_qty,loss_reason2_unit,loss_reason3_occurred,loss_reason3_qty,loss_reason3_unit,ph_saq07_loss,total_loss_qty,household_size,region_code,zone_code,woreda_code,is_rural
3070801402016,,,field_crop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,7,8,1
3070801402023,2.0,MAIZE,field_crop,50.0,0.0,50.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,10.0,32.0,6.0,6.0,9.0,30.0,9.0,3.0,5.0,,36.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,2.0,2.0,3.0,3.0,0.0,,3.0,60.0,2.0,1.0,20.0,1.0,0.0,,,4.0,80.0,6,3,7,8,1
3070801402023,3.0,MILLET,field_crop,50.0,0.0,50.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,12.0,3.0,2.0,1.0,6.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,1.0,2.0,0.0,,1.0,20.0,1.0,1.0,20.0,1.0,0.0,,,1.0,40.0,6,3,7,8,1
3070801402023,7.0,TEFF,field_crop,40.0,10.0,50.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,11.0,3.0,,460.0,29.0,3.0,,380.0,,,200.0,0.0,3.0,4.0,2.0,4.0,6.0,19.0,4.0,4.0,4.0,18.0,3.0,1.0,1.0,,6.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,6,3,7,8,1
3070801402023,8.0,WHEAT,field_crop,30.0,30.0,40.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,20.0,3.0,1.0,180.0,7.0,4.0,1.0,150.0,,,200.0,0.0,3.0,4.0,3.0,5.0,5.0,25.0,4.0,4.0,4.0,24.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,2.0,40.0,1.0,0.0,,,3.0,40.0,6,3,7,8,1
3070801402023,17.0,GIBTO,field_crop,50.0,50.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,6,3,7,8,1
3070801402023,25.0,NUEG,field_crop,10.0,10.0,80.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,26.0,3.0,,330.0,17.0,4.0,,310.0,,,40.0,0.0,3.0,4.0,5.0,5.0,4.0,13.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,4.0,,6,3,7,8,1
3070801402023,26.0,RAPE SEED,field_crop,20.0,0.0,80.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,5.0,21.0,8.0,5.0,5.0,17.0,3.0,1.0,1.0,,1.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,4.0,,6,3,7,8,1
3070801402023,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,6.0,3.0,2.0,2.0,6.0,0.0,,,,,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6,3,7,8,1
3070801402023,51.0,BEER ROOT,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6,3,7,8,1
3070801402023,55.0,GARLIC,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,6,3,7,8,1
3070801402023,61.0,PUMPKINS,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,6,3,7,8,1
3070801402023,75.0,GESHO,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,6.0,18.0,6.0,6.0,6.0,18.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,6,3,7,8,1
3070801402023,79.0,CORIANDER,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6,3,7,8,1
3070801402023,117.0,OTHER SPICES,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,6.0,,6,3,7,8,1
3070801402037,2.0,MAIZE,field_crop,67.0,0.0,33.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,18.0,2.0,1.0,150.0,3.0,3.0,,830.0,,,400.0,0.0,2.0,4.0,3.0,3.0,6.0,18.0,5.0,2.0,4.0,24.0,3.0,1.0,1.0,,4.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,2.0,6.0,2.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,2.0,,3,3,7,8,1
3070801402037,3.0,MILLET,field_crop,80.0,10.0,10.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,6.0,2.0,1.0,1.0,12.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,2.0,1.0,2.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,7.0,TEFF,field_crop,90.0,10.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,6.0,2.0,1.0,1.0,12.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,6.0,4.0,3.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,12.0,HARICOT BEANS,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,500.0,2.0,4.0,2.0,1.0,1.0,1.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,13.0,HORSE BEANS,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,6.0,2.0,2.0,2.0,12.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,17.0,GIBTO,field_crop,90.0,10.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,12.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,25.0,NUEG,field_crop,5.0,10.0,85.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,10.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,3.0,5.0,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,26.0,RAPE SEED,field_crop,10.0,0.0,90.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,5.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,3,3,7,8,1
3070801402037,51.0,BEER ROOT,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,52.0,CABBAGE,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,55.0,GARLIC,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,61.0,PUMPKINS,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,5.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,66.0,PEACH,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3,3,7,8,1
3070801402037,72.0,COFFEE,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,3,3,7,8,1
3070801402037,75.0,GESHO,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,4.0,,3,3,7,8,1
3070801402037,76.0,SUGAR CANE,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,3,3,7,8,1
3070801402037,117.0,OTHER SPICES,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,3,3,7,8,1
3070801402044,2.0,MAIZE,field_crop,80.0,10.0,10.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,6.0,27.0,8.0,7.0,9.0,42.0,12.0,6.0,7.0,,33.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,1.0,2.0,2.0,0.0,,0.0,,,0.0,,,0.0,,,7.0,,5,3,7,8,1
3070801402044,7.0,TEFF,field_crop,80.0,10.0,10.0,0.0,0.0,0.0,100.0,2.0,,,2.0,2.0,2.0,1.0,15.0,3.0,,220.0,3.0,4.0,,200.0,,,400.0,0.0,3.0,4.0,6.0,10.0,13.0,38.0,10.0,9.0,12.0,42.0,10.0,6.0,8.0,,26.0,,4.0,,1.0,,2.0,,6.0,,,,,,,,,,,,2.0,1.0,4.0,2.0,0.0,,6.0,150.0,2.0,0.0,,,0.0,,,7.0,150.0,5,3,7,8,1
3070801402044,8.0,WHEAT,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,6.0,2.0,1.0,1.0,12.0,3.0,1.0,1.0,,12.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,5,3,7,8,1
3070801402044,11.0,CHICK PEAS,,,,,,,,,1.0,,,,,,,,,,,,,,,,,25.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5,3,7,8,1
3070801402044,13.0,HORSE BEANS,,,,,,,,,2.0,,,2.0,2.0,2.0,1.0,4.0,3.0,,200.0,25.0,3.0,,190.0,,,10.0,0.0,3.0,3.0,4.0,2.0,3.0,24.0,4.0,1.0,1.0,6.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,4.0,,5,3,7,8,1
3070801402044,17.0,GIBTO,field_crop,70.0,10.0,20.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,4.0,,5,3,7,8,1
3070801402044,26.0,RAPE SEED,field_crop,10.0,10.0,80.0,0.0,0.0,0.0,100.0,2.0,,,2.0,2.0,2.0,1.0,5.0,4.0,,100.0,21.0,4.0,,70.0,,,10.0,0.0,3.0,4.0,7.0,5.0,5.0,30.0,4.0,1.0,1.0,6.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,9.0,,5,3,7,8,1
3070801402044,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5,3,7,8,1
3070801402044,55.0,GARLIC,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5,3,7,8,1
3070801402044,61.0,PUMPKINS,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,5,3,7,8,1
3070801402044,72.0,COFFEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,5,3,7,8,1
3070801402044,76.0,SUGAR CANE,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,5,3,7,8,1
3070801402044,117.0,OTHER SPICES,field_crop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5,3,7,8,1
3070801402044,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,7,8,1
3070801402065,1.0,BARLEY,field_crop,0.0,100.0,0.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,23.0,4.0,,120.0,10.0,5.0,,100.0,,,25.0,,4.0,4.0,1.0,2.0,1.0,6.0,2.0,2.0,1.0,6.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,3,7,8,1
3070801402065,2.0,MAIZE,field_crop,50.0,0.0,50.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,18.0,2.0,,950.0,3.0,3.0,,630.0,,,15.0,0.0,3.0,3.0,5.0,6.0,10.0,28.0,4.0,4.0,6.0,24.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,1.0,4.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,4.0,,4,3,7,8,1
3070801402065,3.0,MILLET,field_crop,80.0,10.0,10.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,12.0,2.0,1.0,2.0,12.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,6.0,5.0,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,3,7,8,1
3070801402065,7.0,TEFF,field_crop,0.0,10.0,90.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,11.0,3.0,,370.0,29.0,3.0,,350.0,,,60.0,0.0,3.0,3.0,1.0,2.0,2.0,12.0,2.0,1.0,2.0,12.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,3,7,8,1
3070801402065,8.0,WHEAT,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,5.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,3,7,8,1
3070801402065,13.0,HORSE BEANS,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,3,7,8,1
3070801402065,17.0,GIBTO,field_crop,70.0,30.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,2.0,8.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,4,3,7,8,1
3070801402065,25.0,NUEG,field_crop,0.0,0.0,100.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,6.0,18.0,4.0,3.0,4.0,24.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,2.0,0.0,,1.0,1.0,0.0,,,0.0,,,0.0,,,2.0,,4,3,7,8,1
3070801402065,26.0,RAPE SEED,field_crop,10.0,0.0,90.0,0.0,0.0,0.0,100.0,1.0,13.0,25.0,2.0,2.0,1.0,1.0,9.0,4.0,,50.0,25.0,4.0,,40.0,,,15.0,0.0,3.0,4.0,4.0,4.0,5.0,26.0,4.0,3.0,3.0,24.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,4,3,7,8,1
3070801402065,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,3,7,8,1
3070801402065,61.0,PUMPKINS,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,3,7,8,1
3070801402065,72.0,COFFEE,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,4,3,7,8,1
3070801402065,75.0,GESHO,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,4,3,7,8,1
3070801402065,81.0,RUE,field_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,3,7,8,1
3070801402065,117.0,OTHER SPICES,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,3,7,8,1
3070801402086,2.0,MAIZE,field_crop,80.0,0.0,20.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,10.0,55.0,16.0,11.0,15.0,45.0,13.0,9.0,8.0,6.0,43.0,44.0,12.0,0.0,7.0,0.0,6.0,0.0,36.0,0.0,20.0,7.0,7.0,42.0,24.0,6.0,6.0,30.0,28.0,7.0,3.0,3.0,5.0,3.0,0.0,,0.0,,,0.0,,,0.0,,,5.0,,9,3,7,8,1
3070801402086,3.0,MILLET,field_crop,70.0,10.0,20.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,11.0,4.0,,420.0,2.0,5.0,,410.0,,,250.0,0.0,4.0,5.0,7.0,5.0,6.0,36.0,10.0,5.0,6.0,25.0,12.0,11.0,6.0,1.0,25.0,12.0,14.0,0.0,2.0,,2.0,,18.0,,5.0,1.0,1.0,12.0,6.0,1.0,1.0,12.0,7.0,1.0,8.0,4.0,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,4.0,,9,3,7,8,1
